name,gender,status,affiliation,faction,role,weapon,emotion,mission_count,location,rank,loyalty
The Chancellor,Male,Deceased,Casablanca,Casablanca,Cleaner,Knife,furious,3,Tarkov Brotherhood,4,6
Tarak,Male,Alive,High Table Vault,High Table Vault,Assassin,Rifle,vengeful,3,Ruska Roma,5,1
The Doctor,Male,Excommunicated,Berlin,Berlin,Scout,Poison,calm,4,Bowery Network,1,7
Killa Harkan,Male,Alive,High Table,High Table,Scout,Katana,grieving,4,Berlin,2,6
Rasha,Male,Excommunicated,High Table Vault,High Table Vault,Sniper,Shotgun,nervous,4,Continental Osaka,3,3
The Harbinger,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Assassin,Bare Hands,grieving,2,High Table,7,4
Zarina,Female,Deceased,The Desert,The Desert,Courier,Pistol,strategic,5,Continental NYC,8,5
Boris,Male,Alive,High Table,High Table,Assassin,Katana,strategic,4,Casablanca,7,6
Jardani Jovonovich,Male,Alive,Ruska Roma,Ruska Roma,Assassin,Knife,vengeful,4,Ruska Roma,3,1
Victor,Male,Deceased,The Desert,The Desert,Doctor,Pistol,calm,1,Bowery Network,6,8
Charon O'Connor,Male,Excommunicated,High Table Vault,High Table Vault,Assassin,Poison,focused,0,Casablanca,1,8
Yen,Female,Deceased,Continental NYC,Continental NYC,Sniper,Katana,furious,2,Yakuza Syndicate,9,3
Tarak,Male,Deceased,High Table Vault,High Table Vault,Manager,Bare Hands,vengeful,4,Bowery Network,8,1
The Chancellor,Male,Excommunicated,Casablanca,Casablanca,Information Broker,Poison,furious,2,Continental Osaka,9,8
Santino D'Antonio,Male,Alive,Continental Osaka,Continental Osaka,Sniper,Bare Hands,strategic,5,Casablanca,8,10
Victor,Male,Excommunicated,The Desert,The Desert,Assassin,Shotgun,cold,2,Bowery Network,1,9
Nogi,Male,Excommunicated,The Desert,The Desert,Courier,Katana,strategic,3,High Table,1,9
Thomas Sadzik,Male,Excommunicated,The Desert,The Desert,Cleaner,Shotgun,grieving,5,High Table,1,4
Silas,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Scout,Explosives,cold,0,Ruska Roma,4,5
O'Connor,Male,Excommunicated,Continental Osaka,Continental Osaka,Cleaner,Pistol,strategic,0,Bowery Network,6,4
Winston Scott,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Katana,strategic,3,Yakuza Syndicate,8,9
Tarak,Male,Deceased,High Table Vault,High Table Vault,Manager,Poison,furious,2,The Desert,4,7
Charlie,Male,Excommunicated,High Table,High Table,Sniper,Bare Hands,calm,4,The Desert,7,9
Lark,Male,Excommunicated,Ruska Roma,Ruska Roma,Courier,Shotgun,nervous,3,Continental Osaka,7,10
Boris,Male,Alive,High Table,High Table,Courier,Katana,calm,5,Yakuza Syndicate,5,1
Daniel Pine,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Knife,strategic,0,Bowery Network,10,3
The Doctor,Male,Alive,Berlin,Berlin,Information Broker,Pistol,vengeful,5,Bowery Network,9,9
Uncle Pyotr Jovonovich,Male,Deceased,Berlin,Berlin,Scout,Bare Hands,cold,4,Continental NYC,1,4
Tatiana,Female,Excommunicated,Berlin,Berlin,Assassin,Rifle,furious,1,Casablanca,3,8
Rasha,Male,Deceased,High Table Vault,High Table Vault,Sniper,Knife,calm,1,High Table,10,2
Miles Burton,Male,Alive,Berlin,Berlin,Information Broker,Shotgun,furious,1,Continental Osaka,7,5
Charon O'Connor,Male,Deceased,High Table Vault,High Table Vault,Assassin,Poison,grieving,5,High Table,5,6
The Russian,Male,Alive,Continental Osaka,Continental Osaka,Scout,Bare Hands,calm,1,High Table,2,8
Helen Wick,Female,Excommunicated,High Table Vault,High Table Vault,Cleaner,Katana,grieving,2,High Table Vault,9,3
The Adjudicator,Female,Excommunicated,Ruska Roma,Ruska Roma,Assassin,Rifle,vengeful,4,Bowery Network,10,5
Daniel Pine,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Manager,Rifle,calm,0,Berlin,8,2
Prudence,Male,Alive,Casablanca,Casablanca,Courier,Shotgun,vengeful,3,Ruska Roma,10,4
Charlie,Male,Alive,High Table,High Table,Information Broker,Knife,furious,0,Tarkov Brotherhood,9,5
Daniel Pine,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Doctor,Rifle,cold,4,Bowery Network,6,3
Helen Wick,Female,Excommunicated,High Table Vault,High Table Vault,Scout,Katana,focused,5,Berlin,4,3
Eve Macarro,Female,Alive,Berlin,Berlin,Courier,Katana,nervous,3,Berlin,7,10
Mykel,Male,Excommunicated,High Table Vault,High Table Vault,Information Broker,Pistol,calm,2,Berlin,7,4
The Priest,Male,Excommunicated,Bowery Network,Bowery Network,Doctor,Shotgun,focused,5,Bowery Network,2,8
Akira Shimazu,Female,Alive,High Table Vault,High Table Vault,Information Broker,Knife,cold,5,High Table,10,1
Rufus,Male,Deceased,Bowery Network,Bowery Network,Scout,Knife,vengeful,2,Continental NYC,6,5
Petrov,Male,Excommunicated,Berlin,Berlin,Assassin,Poison,nervous,0,Continental Osaka,7,9
Ms. Perkins,Female,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Assassin,Bare Hands,strategic,5,Bowery Network,9,10
Gregor,Male,Excommunicated,Ruska Roma,Ruska Roma,Doctor,Pistol,grieving,5,Continental NYC,1,1
Orson,Male,Alive,High Table Vault,High Table Vault,Doctor,Poison,focused,2,High Table Vault,2,8
Daniel Pine,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Knife,furious,5,Ruska Roma,1,9
Luca,Male,Alive,High Table Vault,High Table Vault,Sniper,Rifle,calm,4,The Desert,2,6
The Priest,Male,Deceased,Bowery Network,Bowery Network,Information Broker,Poison,vengeful,0,Bowery Network,10,10
Frank,Male,Alive,Continental Osaka,Continental Osaka,Information Broker,Knife,nervous,1,High Table,5,4
Victor,Male,Deceased,The Desert,The Desert,Cleaner,Pistol,furious,4,Bowery Network,9,3
Santino D'Antonio,Male,Alive,Continental Osaka,Continental Osaka,Courier,Pistol,furious,5,High Table Vault,7,3
"Kate ""KD"" Di Silva",Female,Deceased,Yakuza Syndicate,Yakuza Syndicate,Assassin,Rifle,focused,2,Yakuza Syndicate,10,10
Mayhew,Male,Deceased,Casablanca,Casablanca,Cleaner,Rifle,furious,4,High Table Vault,8,3
Yuri,Male,Deceased,Ruska Roma,Ruska Roma,Assassin,Rifle,furious,2,Casablanca,4,3
Cassian,Male,Deceased,The Desert,The Desert,Information Broker,Pistol,cold,0,High Table Vault,8,9
Viggo Tarasov,Male,Excommunicated,Ruska Roma,Ruska Roma,Manager,Pistol,furious,1,Bowery Network,8,7
Victor,Male,Excommunicated,The Desert,The Desert,Cleaner,Rifle,vengeful,1,Continental NYC,4,2
Zarina,Female,Deceased,The Desert,The Desert,Scout,Pistol,calm,1,Ruska Roma,3,7
"Kate ""KD"" Di Silva",Female,Alive,Yakuza Syndicate,Yakuza Syndicate,Assassin,Rifle,grieving,3,Berlin,3,2
Daisy,Female,Excommunicated,Continental Osaka,Continental Osaka,Information Broker,Knife,nervous,0,High Table,9,4
Viggo Tarasov,Male,Deceased,Ruska Roma,Ruska Roma,Sniper,Rifle,vengeful,0,Ruska Roma,2,4
The Harbinger,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Courier,Explosives,focused,3,The Desert,3,5
Hansel,Male,Excommunicated,Ruska Roma,Ruska Roma,Scout,Bare Hands,grieving,5,Casablanca,4,3
Ivana,Female,Excommunicated,Bowery Network,Bowery Network,Assassin,Rifle,furious,1,Continental Osaka,8,6
Katia Jovonovich,Female,Deceased,Continental Osaka,Continental Osaka,Assassin,Rifle,strategic,1,High Table Vault,3,10
Karl,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Information Broker,Knife,nervous,1,Bowery Network,10,1
Ares,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Katana,strategic,0,High Table Vault,1,10
Petrov,Male,Deceased,Berlin,Berlin,Information Broker,Shotgun,calm,4,Yakuza Syndicate,3,9
Shimazu Koji,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Sniper,Poison,focused,1,Ruska Roma,3,1
Ella Pine,Female,Excommunicated,Casablanca,Casablanca,Sniper,Explosives,nervous,4,Yakuza Syndicate,7,8
Tarak,Male,Alive,High Table Vault,High Table Vault,Scout,Poison,strategic,1,Casablanca,9,2
Tatiana,Female,Excommunicated,Berlin,Berlin,Scout,Poison,furious,2,Berlin,7,7
Yuri,Male,Alive,Ruska Roma,Ruska Roma,Courier,Poison,furious,1,High Table,8,4
Sasha,Female,Excommunicated,Continental NYC,Continental NYC,Doctor,Bare Hands,grieving,1,Continental Osaka,7,4
Thomas Sadzik,Male,Excommunicated,The Desert,The Desert,Scout,Poison,cold,1,Continental Osaka,9,8
Tarak,Male,Alive,High Table Vault,High Table Vault,Courier,Knife,calm,3,High Table Vault,4,10
Mayhew,Male,Alive,Casablanca,Casablanca,Information Broker,Bare Hands,focused,5,Ruska Roma,10,2
Young Winston Scott,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Pistol,furious,1,Yakuza Syndicate,1,4
Marquis Vincent Bisset de Gramont,Male,Deceased,Berlin,Berlin,Cleaner,Knife,vengeful,2,Berlin,2,3
Akira Shimazu,Female,Deceased,High Table Vault,High Table Vault,Assassin,Shotgun,focused,5,High Table Vault,10,9
Daniel Pine,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Explosives,vengeful,5,Continental NYC,10,6
Camille,Female,Excommunicated,Casablanca,Casablanca,Sniper,Explosives,cold,5,High Table Vault,1,6
Boris,Male,Deceased,High Table,High Table,Courier,Shotgun,furious,4,Casablanca,8,4
Marcus,Male,Excommunicated,Berlin,Berlin,Doctor,Poison,focused,5,Yakuza Syndicate,1,9
Lark,Male,Deceased,Ruska Roma,Ruska Roma,Assassin,Pistol,grieving,1,High Table,3,3
Anton,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Doctor,Shotgun,nervous,2,The Desert,7,9
Caine,Male,Alive,Berlin,Berlin,Information Broker,Shotgun,vengeful,2,High Table,4,1
Gianna D'Antonio,Female,Deceased,Casablanca,Casablanca,Courier,Rifle,calm,3,Continental NYC,2,10
Yen,Female,Alive,Continental NYC,Continental NYC,Information Broker,Shotgun,grieving,2,Ruska Roma,10,2
Orson,Male,Deceased,High Table Vault,High Table Vault,Courier,Pistol,calm,3,Tarkov Brotherhood,5,4
Uncle Pyotr Jovonovich,Male,Excommunicated,Berlin,Berlin,Manager,Shotgun,nervous,3,Tarkov Brotherhood,9,6
Calamity,Female,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Sniper,Bare Hands,nervous,0,Continental NYC,2,10
Gretel,Male,Excommunicated,Continental NYC,Continental NYC,Doctor,Explosives,vengeful,4,Casablanca,3,8
Prudence,Male,Alive,Casablanca,Casablanca,Courier,Explosives,vengeful,2,Yakuza Syndicate,5,4
Sasha,Female,Alive,Continental NYC,Continental NYC,Cleaner,Rifle,cold,3,Bowery Network,10,5
Gianna D'Antonio,Female,Alive,Casablanca,Casablanca,Information Broker,Knife,strategic,1,Ruska Roma,4,7
Prudence,Male,Alive,Casablanca,Casablanca,Scout,Pistol,focused,3,Tarkov Brotherhood,8,4
Silas,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Doctor,Knife,furious,3,Bowery Network,8,2
Sasha,Female,Excommunicated,Continental NYC,Continental NYC,Courier,Rifle,furious,5,The Desert,1,9
Akira Shimazu,Female,Excommunicated,High Table Vault,High Table Vault,Scout,Rifle,cold,4,Tarkov Brotherhood,1,10
The Sommelier,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Explosives,nervous,2,Berlin,2,7
Eve Macarro,Female,Alive,Berlin,Berlin,Cleaner,Knife,grieving,2,Berlin,7,8
Viggo Tarasov,Male,Excommunicated,Ruska Roma,Ruska Roma,Information Broker,Poison,strategic,1,Bowery Network,3,2
The Cook,Male,Deceased,Berlin,Berlin,Information Broker,Pistol,cold,1,Continental NYC,4,3
Lena Macarro,Female,Deceased,Bowery Network,Bowery Network,Assassin,Explosives,focused,2,Berlin,10,6
Yen,Female,Deceased,Continental NYC,Continental NYC,Assassin,Shotgun,strategic,5,Casablanca,8,8
Eve Macarro,Female,Alive,Berlin,Berlin,Sniper,Shotgun,focused,3,Continental Osaka,1,8
Daniel Pine,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Doctor,Pistol,strategic,1,The Desert,5,7
Petrov,Male,Excommunicated,Berlin,Berlin,Doctor,Knife,grieving,1,Ruska Roma,4,9
Petrov,Male,Deceased,Berlin,Berlin,Assassin,Katana,nervous,4,Continental Osaka,10,8
Eve Macarro,Female,Alive,Berlin,Berlin,Doctor,Rifle,cold,2,Continental NYC,5,9
Ernest,Male,Excommunicated,The Desert,The Desert,Manager,Katana,focused,4,Bowery Network,2,2
Ares,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Katana,calm,1,The Desert,1,2
Nogi,Male,Alive,The Desert,The Desert,Scout,Shotgun,cold,5,High Table,6,3
Ernest,Male,Excommunicated,The Desert,The Desert,Sniper,Knife,vengeful,0,Bowery Network,9,9
Sebastian,Male,Alive,Continental Osaka,Continental Osaka,Information Broker,Bare Hands,grieving,4,Continental Osaka,7,6
Otto,Male,Excommunicated,Ruska Roma,Ruska Roma,Courier,Rifle,calm,2,Yakuza Syndicate,2,8
Otto,Male,Alive,Ruska Roma,Ruska Roma,Assassin,Rifle,vengeful,0,Berlin,9,5
Mayhew,Male,Deceased,Casablanca,Casablanca,Doctor,Shotgun,calm,0,Bowery Network,1,9
Yen,Female,Alive,Continental NYC,Continental NYC,Sniper,Katana,grieving,1,Continental Osaka,1,1
Lark,Male,Deceased,Ruska Roma,Ruska Roma,Manager,Explosives,grieving,4,Casablanca,10,7
Young Winston Scott,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Poison,strategic,1,The Desert,6,2
Mikhail Jovonovich,Male,Alive,High Table Vault,High Table Vault,Cleaner,Shotgun,focused,4,Ruska Roma,8,10
Orson,Male,Alive,High Table Vault,High Table Vault,Doctor,Katana,furious,4,Yakuza Syndicate,10,7
Zero,Male,Deceased,Berlin,Berlin,Assassin,Shotgun,vengeful,5,Tarkov Brotherhood,8,1
Helen Wick,Female,Excommunicated,High Table Vault,High Table Vault,Sniper,Explosives,grieving,4,Continental Osaka,10,10
Frankie Scott,Male,Excommunicated,High Table,High Table,Cleaner,Poison,grieving,4,Ruska Roma,6,1
Charlie,Male,Alive,High Table,High Table,Cleaner,Rifle,cold,5,Continental NYC,8,6
Thomas Sadzik,Male,Alive,The Desert,The Desert,Scout,Shotgun,calm,0,High Table Vault,6,8
Winston Scott,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Poison,grieving,0,High Table,4,2
Jardani Jovonovich,Male,Excommunicated,Ruska Roma,Ruska Roma,Doctor,Knife,strategic,1,Ruska Roma,2,9
The Cook,Male,Excommunicated,Berlin,Berlin,Scout,Poison,strategic,5,High Table Vault,5,7
Boris,Male,Excommunicated,High Table,High Table,Sniper,Knife,furious,1,Berlin,3,7
Katia Jovonovich,Female,Excommunicated,Continental Osaka,Continental Osaka,Doctor,Katana,focused,5,Bowery Network,6,9
Marcus,Male,Deceased,Berlin,Berlin,Scout,Knife,vengeful,1,Ruska Roma,2,8
The Sommelier,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Knife,nervous,4,High Table Vault,6,8
Helen Wick,Female,Deceased,High Table Vault,High Table Vault,Manager,Pistol,calm,2,Tarkov Brotherhood,2,7
Mayhew,Male,Alive,Casablanca,Casablanca,Doctor,Knife,nervous,3,Tarkov Brotherhood,1,8
Santino D'Antonio,Male,Deceased,Continental Osaka,Continental Osaka,Scout,Poison,furious,4,The Desert,9,8
Akira Shimazu,Female,Alive,High Table Vault,High Table Vault,Information Broker,Poison,calm,1,High Table,5,8
Rasha,Male,Alive,High Table Vault,High Table Vault,Sniper,Bare Hands,grieving,3,Bowery Network,5,7
Gianna D'Antonio,Female,Alive,Casablanca,Casablanca,Scout,Katana,cold,2,The Desert,8,5
Zarina,Female,Excommunicated,The Desert,The Desert,Assassin,Pistol,vengeful,3,The Desert,1,4
Lena Macarro,Female,Deceased,Bowery Network,Bowery Network,Doctor,Bare Hands,cold,5,Bowery Network,6,4
Dimitri,Male,Excommunicated,The Desert,The Desert,Manager,Katana,furious,3,Tarkov Brotherhood,2,3
Tarak,Male,Excommunicated,High Table Vault,High Table Vault,Courier,Pistol,cold,4,Tarkov Brotherhood,9,4
Yegor,Male,Excommunicated,Continental Osaka,Continental Osaka,Information Broker,Rifle,calm,3,Continental NYC,5,4
Miles Burton,Male,Alive,Berlin,Berlin,Manager,Shotgun,grieving,3,Berlin,1,6
Winston Scott,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Poison,calm,1,Ruska Roma,4,1
Sofia Al-Azwar,Female,Deceased,High Table Vault,High Table Vault,Courier,Knife,focused,1,Casablanca,6,7
Santino D'Antonio,Male,Deceased,Continental Osaka,Continental Osaka,Courier,Shotgun,calm,4,Tarkov Brotherhood,6,7
Karl,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Doctor,Shotgun,nervous,0,Bowery Network,6,8
Sasha,Female,Deceased,Continental NYC,Continental NYC,Information Broker,Pistol,calm,4,Tarkov Brotherhood,4,5
Thomas Sadzik,Male,Deceased,The Desert,The Desert,Scout,Katana,nervous,0,Tarkov Brotherhood,8,6
Mykel,Male,Deceased,High Table Vault,High Table Vault,Sniper,Rifle,focused,4,Ruska Roma,3,1
Mykel,Male,Excommunicated,High Table Vault,High Table Vault,Information Broker,Knife,vengeful,2,High Table,3,2
Mr. Nobody,Male,Deceased,Berlin,Berlin,Information Broker,Explosives,focused,4,Casablanca,6,5
Killa Harkan,Male,Excommunicated,High Table,High Table,Cleaner,Shotgun,cold,4,Tarkov Brotherhood,9,10
Drago,Male,Alive,Continental Osaka,Continental Osaka,Doctor,Pistol,nervous,4,Casablanca,7,9
The Sculptor,Male,Alive,Casablanca,Casablanca,Sniper,Bare Hands,cold,4,The Desert,8,10
Young Winston Scott,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Manager,Rifle,grieving,5,Ruska Roma,5,6
The Harbinger,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Courier,Shotgun,focused,4,Yakuza Syndicate,7,5
Gianna D'Antonio,Female,Deceased,Casablanca,Casablanca,Information Broker,Knife,furious,0,Yakuza Syndicate,3,9
Mr. Nobody,Male,Excommunicated,Berlin,Berlin,Manager,Poison,strategic,4,The Desert,5,7
Dimitri,Male,Alive,The Desert,The Desert,Information Broker,Knife,calm,1,Bowery Network,10,8
Anton,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Rifle,grieving,2,Ruska Roma,8,4
Caine,Male,Deceased,Berlin,Berlin,Scout,Shotgun,furious,5,Yakuza Syndicate,8,2
Yuri,Male,Deceased,Ruska Roma,Ruska Roma,Cleaner,Explosives,nervous,5,High Table Vault,3,9
Francis,Male,Deceased,High Table Vault,High Table Vault,Information Broker,Poison,grieving,1,The Desert,3,1
The Doctor,Male,Alive,Berlin,Berlin,Manager,Poison,calm,1,Yakuza Syndicate,8,8
Abraham,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Assassin,Rifle,calm,0,Tarkov Brotherhood,10,2
The Cook,Male,Excommunicated,Berlin,Berlin,Information Broker,Explosives,furious,0,Berlin,7,9
Winston Scott,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Katana,focused,4,The Desert,2,8
Cassian,Male,Alive,The Desert,The Desert,Manager,Rifle,cold,1,Continental Osaka,1,5
Charon O'Connor,Male,Alive,High Table Vault,High Table Vault,Scout,Shotgun,strategic,0,Bowery Network,7,7
Marquis Vincent Bisset de Gramont,Male,Alive,Berlin,Berlin,Cleaner,Katana,vengeful,5,High Table,6,2
Akira Shimazu,Female,Deceased,High Table Vault,High Table Vault,Doctor,Poison,grieving,3,Casablanca,3,4
Ares,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Assassin,Shotgun,calm,3,The Desert,2,8
Dimitri,Male,Alive,The Desert,The Desert,Cleaner,Shotgun,calm,3,High Table Vault,10,9
Yegor,Male,Alive,Continental Osaka,Continental Osaka,Courier,Rifle,grieving,2,Ruska Roma,10,5
Katya Jovonovich,Female,Alive,Continental Osaka,Continental Osaka,Cleaner,Knife,strategic,3,Bowery Network,4,10
Charon O'Connor,Male,Deceased,High Table Vault,High Table Vault,Scout,Bare Hands,calm,0,Ruska Roma,5,6
The Russian,Male,Excommunicated,Continental Osaka,Continental Osaka,Information Broker,Explosives,calm,2,Tarkov Brotherhood,10,9
Anton,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Sniper,Knife,nervous,0,Casablanca,8,1
Zarina,Female,Deceased,The Desert,The Desert,Manager,Katana,focused,1,Continental NYC,4,6
Petrov,Male,Alive,Berlin,Berlin,Cleaner,Bare Hands,focused,1,Casablanca,3,5
Caine,Male,Alive,Berlin,Berlin,Courier,Pistol,strategic,0,Casablanca,7,2
Marcus,Male,Excommunicated,Berlin,Berlin,Information Broker,Rifle,calm,5,Bowery Network,4,8
Victor,Male,Excommunicated,The Desert,The Desert,Scout,Pistol,vengeful,0,Bowery Network,1,2
Ms. Perkins,Female,Deceased,Yakuza Syndicate,Yakuza Syndicate,Manager,Shotgun,vengeful,2,Continental NYC,10,9
Petrov,Male,Alive,Berlin,Berlin,Sniper,Bare Hands,focused,1,High Table Vault,5,10
Miles Burton,Male,Excommunicated,Berlin,Berlin,Scout,Bare Hands,strategic,1,High Table Vault,5,5
Prudence,Male,Deceased,Casablanca,Casablanca,Scout,Bare Hands,nervous,0,Casablanca,10,7
Ekaterina,Female,Excommunicated,Ruska Roma,Ruska Roma,Assassin,Poison,nervous,5,High Table Vault,8,7
Iosef Tarasov,Male,Alive,Berlin,Berlin,Courier,Bare Hands,furious,5,Tarkov Brotherhood,6,3
Yuri,Male,Alive,Ruska Roma,Ruska Roma,Doctor,Bare Hands,focused,1,Yakuza Syndicate,3,3
The Russian,Male,Alive,Continental Osaka,Continental Osaka,Courier,Bare Hands,strategic,5,The Desert,3,9
Young Charon O'Connor,Male,Deceased,The Desert,The Desert,Doctor,Pistol,furious,2,Casablanca,10,9
Katia Jovonovich,Female,Deceased,Continental Osaka,Continental Osaka,Courier,Rifle,calm,5,Bowery Network,8,7
The Priest,Male,Alive,Bowery Network,Bowery Network,Information Broker,Knife,focused,5,Ruska Roma,4,3
Santino D'Antonio,Male,Deceased,Continental Osaka,Continental Osaka,Doctor,Bare Hands,focused,4,Bowery Network,7,6
Gianna D'Antonio,Female,Excommunicated,Casablanca,Casablanca,Cleaner,Rifle,nervous,0,Continental NYC,2,10
Eli,Male,Deceased,The Desert,The Desert,Information Broker,Poison,focused,4,Continental Osaka,10,7
Lou Burton,Male,Alive,Bowery Network,Bowery Network,Manager,Explosives,focused,0,Casablanca,5,1
Caine,Male,Excommunicated,Berlin,Berlin,Assassin,Bare Hands,strategic,5,Tarkov Brotherhood,8,3
The Chancellor,Male,Alive,Casablanca,Casablanca,Scout,Pistol,nervous,5,Bowery Network,2,4
Killa Harkan,Male,Alive,High Table,High Table,Assassin,Poison,furious,1,Bowery Network,8,10
Orson,Male,Alive,High Table Vault,High Table Vault,Courier,Explosives,cold,2,Continental Osaka,3,8
Tatiana,Female,Deceased,Berlin,Berlin,Assassin,Rifle,furious,3,Tarkov Brotherhood,4,2
The Harbinger,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Courier,Poison,focused,4,Continental Osaka,5,4
